INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
,ALUNO-1117,"0,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","5,92","7,50","7,58","6,00",Não,"7,10","5,00"
,ALUNO-1118,"3,00",B,"7,10",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","8,75","7,50","5,00","7,30",Não,"5,60","10,00"
Escola Pública,ALUNO-1119,,,,,,,,,,,,,,,
,ALUNO-1120,"1,00",N,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,16","7,50","7,25","6,25",Não,"7,27","10,00"
,ALUNO-1121,"0,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,42","7,50","6,00","5,00",Não,"6,99","10,00"
,ALUNO-1122,"5,00",K,"8,70",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,61","7,50","8,77","7,50",Sim,"8,50","10,00"
Rede Decisão/União,ALUNO-1123,"4,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,20","6,88","7,86","7,81",Sim,"9,25","2,50"
,ALUNO-1124,"5,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,10","9,21","5,63","6,46","7,50",Sim,"9,20","5,00"
,ALUNO-1125,"1,00",F,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,70","5,63","3,25","5,00",Não,"5,99","5,00"
,ALUNO-1126,"3,00",G,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,79","5,63","3,44","7,50",Não,"5,60","5,00"
Escola Pública,ALUNO-1127,"3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","9,73","5,00","7,16","7,81",Não,"7,33","5,00"
Rede Decisão/União,ALUNO-1128,"5,00",B,"8,20",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,05","8,75","8,66","6,45",Sim,"9,40","5,00"
Rede Decisão/União,ALUNO-1129,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1130,"3,00",K,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","9,90","6,25","9,11","8,30",Não,"8,20","10,00"
Escola Pública,ALUNO-1131,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1132,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1133,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1134,,,,,,,,,,,,,,,
,ALUNO-1135,"0,00",Y,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,31","7,50","9,05","3,00",Não,"7,41","5,00"
Escola Pública,ALUNO-1136,"5,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,10","8,08","8,13","7,47","5,83",Não,"8,50","5,00"
UNISA,ALUNO-1137,,,,,,,,,,,,,,,
,ALUNO-1138,"4,00",B,"8,20",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","8,68","7,50","7,88","8,43",Não,"8,10","10,00"
Escola Pública,ALUNO-1139,,,,,,,,,,,,,,,
,ALUNO-1140,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1141,"3,00",D,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,10","4,64","7,50","6,16","5,00",Não,"4,90","5,00"
Escola Pública,ALUNO-1142,,,,,,,,,,,,,,,
,ALUNO-1143,,,,,,,,,,,,,,,
,ALUNO-1144,"0,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","6,78","5,00","8,08","5,31",Não,"7,10","5,00"
Escola Pública,ALUNO-1145,,,,,,,,,,,,,,,
,ALUNO-1146,,,,,,,,,,,,,,,
,ALUNO-1147,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1148,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1149,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1150,"1,00",G,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,77","5,00","6,41","5,93",Não,"8,25","5,00"
,ALUNO-1151,"4,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","7,85","5,63","6,74","6,40",Não,"6,49","5,00"
,ALUNO-1152,"2,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,05","7,50","7,00","6,04",Não,"7,88","10,00"
,ALUNO-1153,"3,00",E,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","7,35","7,50","3,75","7,00",Não,"5,50","5,00"
,ALUNO-1154,"1,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,80","9,60","7,50","6,25","6,00",Não,"7,22","5,00"
,ALUNO-1155,"0,00",G,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,05","7,50","7,58","6,00",Não,"7,90","10,00"
Escola Pública,ALUNO-1156,"4,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","6,16","7,50","5,55","7,30",Não,"6,16","5,00"
,ALUNO-1157,,,,,,,,,,,,,,,
UNISA,ALUNO-1158,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1159,"6,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","9,00","6,88","6,84","8,00",Sim,"8,94","5,00"
,ALUNO-1160,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1161,"4,00",L,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","7,33","5,63","6,50","6,70",Não,"7,20","5,00"
,ALUNO-1162,"0,00",V,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,50","7,50","7,18","6,00",Não,"7,50","5,00"
,ALUNO-1163,"7,00",D,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","9,16","7,50","3,75","7,00",Não,"7,24","5,00"
,ALUNO-1164,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1165,"4,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,70","6,44","7,50","6,66","8,30",Não,"7,80","5,00"
Escola Pública,ALUNO-1166,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1167,"2,00",I,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,88","7,50","3,50","6,45",Não,"7,55","10,00"
Escola Pública,ALUNO-1168,"1,00",M,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,90","8,27","7,50","6,66","5,83",Não,"7,33","5,00"
,ALUNO-1169,"2,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,40","9,48","5,00","7,25","6,25",Não,"6,94","10,00"
Escola Pública,ALUNO-1170,"1,00",H,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","6,00","7,50","4,75","6,00",Não,"6,83","5,00"
Escola Pública,ALUNO-1171,"4,00",F,"8,60",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","9,89","5,63","7,91","7,81",Sim,"9,50","10,00"
Escola Pública,ALUNO-1172,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1173,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1174,"6,00",A,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","5,36","5,00","5,87","6,56",Não,"5,22","5,00"
Escola Pública,ALUNO-1175,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1176,"6,00",A,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","8,94","7,50","8,55","8,90",Sim,"9,83","5,00"
,ALUNO-1177,"1,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","9,01","7,50","4,91","5,83",Não,"7,22","5,00"
Escola Pública,ALUNO-1178,,,,,,,,,,,,,,,
,ALUNO-1179,"2,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,40","9,60","7,50","2,25","6,45",Não,"7,66","5,00"
,ALUNO-1180,"2,00",P,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","0,00","6,01","7,50","7,00","6,66",Não,"8,11","5,00"
Escola Pública,ALUNO-1181,"1,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,44","7,50","7,08","5,83",Não,"7,33","5,00"
,ALUNO-1182,"0,00",R,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,09","5,00","9,61","3,43",Não,"7,24","10,00"
,ALUNO-1183,,,,,,,,,,,,,,,
,ALUNO-1184,"1,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,66","7,50","6,00","6,25",Não,"7,83","5,00"
,ALUNO-1185,"1,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,66","7,50","7,00","5,83",Não,"7,72","5,00"
,ALUNO-1186,"3,00",M,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","5,40","4,50","7,50","2,50","5,93",Não,"4,70","5,00"
Escola Pública,ALUNO-1187,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1188,,,,,,,,,,,,,,,
UNISA,ALUNO-1189,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1190,"3,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","7,41","6,88","5,00","7,30",Não,"6,16","10,00"
Rede Decisão/União,ALUNO-1191,"4,00",F,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,33","5,00","7,88","8,30",Não,"8,30","10,00"
,ALUNO-1192,"2,00",K,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,66","7,50","3,25","6,25",Não,"7,33","5,00"
Escola Pública,ALUNO-1193,,,,,,,,,,,,,,,
,ALUNO-1194,"1,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,75","7,50","7,08","6,04",Não,"8,27","5,00"
Escola Pública,ALUNO-1195,"4,00",A,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,41","8,13","7,95","8,75",Sim,"8,70","10,00"
,ALUNO-1196,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1197,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1198,,,,,,,,,,,,,,,
,ALUNO-1199,"0,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","7,08","6,00",Não,"7,60","5,00"
Escola Pública,ALUNO-1200,,,,,,,,,,,,,,,
,ALUNO-1201,,,,,,,,,,,,,,,
,ALUNO-1202,"1,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,79","7,50","6,91","6,25",Não,"8,20","5,00"
,ALUNO-1203,"0,00",H,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","8,67","8,13","8,13","5,31",Não,"7,20","10,00"
,ALUNO-1204,"1,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,68","6,88","7,33","6,04",Não,"7,77","5,00"
Escola Pública,ALUNO-1205,,,,,,,,,,,,,,,
,ALUNO-1206,"1,00",B,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,90","7,50","8,00","5,83",Não,"7,55","10,00"
,ALUNO-1207,"2,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","7,50","7,50","6,45",Não,"8,22","5,00"
,ALUNO-1208,"0,00",K,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,25","7,50","9,73","6,00",Sim,"8,50","5,00"
,ALUNO-1209,"0,00",O,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,94","7,50","4,08","6,00",Não,"7,33","10,00"
,ALUNO-1210,"0,00",T,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","8,24","6,88","7,58","6,00",Não,"7,91","5,00"
,ALUNO-1211,"0,00",R,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,90","5,67","5,63","7,26","5,00",Não,"7,70","5,00"
,ALUNO-1212,,,,,,,,,,,,,,,
,ALUNO-1213,"3,00",A,"7,30",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","6,87","8,75","6,25","7,18",Não,"7,20","10,00"
,ALUNO-1214,"1,00",M,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,00","7,50","9,00","6,25",Não,"7,33","5,00"
Escola Pública,ALUNO-1215,"2,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","10,00","5,63","8,50","6,45",Não,"8,00","5,00"
UNISA,ALUNO-1216,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1217,"4,00",A,"7,80",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","7,77","6,25","8,53","8,90",Sim,"8,80","5,00"
Rede Decisão/União,ALUNO-1218,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1219,"5,00",A,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,70","8,40","7,50","8,05","6,04",Sim,"8,50","10,00"
,ALUNO-1220,"5,00",C,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,10","3,04","7,50","3,27","5,93",Não,"7,30","5,00"
,ALUNO-1221,"3,00",K,"8,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","9,21","7,50","7,12","8,00",Não,"7,33","10,00"
Rede Decisão/União,ALUNO-1222,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1223,"3,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","6,86","7,50","5,94","7,00",Não,"5,60","10,00"
